titulo,autor,disponibilidad,link,categoria,moneda,precio_numero
LA FILOSOFÍA COMO FORMA DE VIDA,PIERRE HADOT,Disponible,/p/la-filosofia-como-forma-de-vida/145770/255093,Ciencias sociales,UYU,1606.5
DESCONEXIÓN,ROISIN KIBERD,Disponible,/p/desconexion/145767/255090,Ciencias sociales,UYU,1266.5
¿A QUIÉN PERTENECE ANNE FRANK?,CYNTHIA OZICK,Disponible,/p/-iquest-a-quien-pertenece-anne-frank-/145757/255080,Ciencias sociales,UYU,671.5
TERRIBLE HISTORIA DE LAS COSAS BELLAS,"KELLEHER, KATY",Disponible,/p/terrible-historia-de-las-cosas-bellas/151645/261322,Ciencias sociales,UYU,1181.5
DEL MAL Y SUS SIGNATURAS,NIL SANTIÁÑEZ,Disponible,/p/del-mal-y-sus-signaturas/117861/121194,Ciencias sociales,UYU,1436.5
SOBRE LA BELLEZA,NAIEF YEHYA,Disponible,/p/sobre-la-belleza/176140/280013,Ciencias sociales,UYU,1096.5
ELOGIO DE SOCRATES,PIERRE HADOT,Disponible,/p/elogio-de-socrates/176143/280016,Ciencias sociales,UYU,756.5
EL ESPÍRITU DE RESISTENCIA,VLADIMIR JANKELEVITCH,Disponible,/p/el-espiritu-de-resistencia/117860/121193,Ciencias sociales,UYU,1521.5
LUCES DEL GRIAL,VICTORIA CIRLOT,Disponible,/p/luces-del-grial/117857/121190,Ciencias sociales,UYU,1436.5
EL VELO DE ISIS,PIERRE HADOT,Disponible,/p/el-velo-de-isis/117854/121187,Ciencias sociales,UYU,1487.5
EL PODER DE LO CUQUI,SIMON MAY,Disponible,/p/el-poder-de-lo-cuqui/117835/121168,Ciencias sociales,UYU,1096.5
"ÚLTIMA MITOLOGÍA, LA. EL MUNDO SEGÚN STAR WARS",R.SUNSTEIN CASS,Disponible,/p/ultima-mitologia-la-el-mundo-segun-star-wars/117813/121146,Ciencias sociales,UYU,1266.5
LA BÚSQUEDA DEL ALGORITMO,ED FINN,Disponible,/p/la-busqueda-del-algoritmo/117816/121149,Ciencias sociales,UYU,1606.5
APUNTES SOBRE EL SUICIDIO,SIMON CRITCHLEY,Disponible,/p/apuntes-sobre-el-suicidio/117875/255083,Ciencias sociales,UYU,926.5
LA HORA DE LOS DEPREDADORES,GIULIANO DA EMPOLI,Disponible,/p/la-hora-de-los-depredadores/173757/277631,Ciencias sociales,UYU,671.5
DESCANSAR ES RESISTIR,TRICIA HERSEY,Disponible,/p/descansar-es-resistir/177395/281221,Ciencias sociales,UYU,756.5
UN DESEO DESMESURADO DE AMISTAD,HÉLENE GIANNECCHINI,Disponible,/p/un-deseo-desmesurado-de-amistad/177773/281574,Ciencias sociales,UYU,756.5
LA FOSA ABIERTA,BRIGITTE VASALLO,Disponible,/p/la-fosa-abierta/177775/281576,Ciencias sociales,UYU,756.5
COMO HE DE VIVIR?,GUSTAVO PEREIRA,Disponible,/p/como-he-de-vivir-/177748/281547,Ciencias sociales,UYU,671.5
LA SILICOLONIZACIÓN DEL MUNDO,ÉRIC SADIN,Disponible,/p/la-silicolonizacion-del-mundo/100473/104076,Ciencias sociales,UYU,833.0
LA FELICIDAD PARADOJICA,"LIPOVETSKY, GILLES",Disponible,/p/la-felicidad-paradojica/71217/73064,Ciencias sociales,UYU,586.5
VIGO Y EL ARTE (IN)SONORO,VV.AA.,Disponible,/p/vigo-y-el-arte-in-sonoro/128521/131617,Ciencias sociales,UYU,926.5
CUADERNOS. VÁSLAV NIJINSKY,VÁSLAV NIJINSKY,Disponible,/p/cuadernos-vaslav-nijinsky/156094/266116,Ciencias sociales,UYU,1011.5
CONTRA LA VERDAD,"NIETZSCHE, FRIEDRICH",Disponible,/p/contra-la-verdad/100550/145533,Ciencias sociales,UYU,586.5
AFORISMOS LICHTENBERG,G. CH. LICHTENBERG,Disponible,/p/aforismos-lichtenberg/120955/123735,Ciencias sociales,UYU,671.5
CORAZONES ESTALLADOS,J. P. ZOOEY,Disponible,/p/corazones-estallados/107059/110905,Ciencias sociales,UYU,671.5
CATAFILAS,"BARBOZA, DIEGO",Disponible,/p/catafilas/178036/281799,Ciencias sociales,UYU,501.5
RUSOFOBIA,JOSÉ M. FARALDO,Disponible,/p/rusofobia/146829/256218,Ciencias sociales,UYU,671.5
HOMBRES FÓSILES,KERMIT PATTISON,Disponible,/p/hombres-fosiles/158663/268840,Ciencias sociales,UYU,1445.0
SANGRE EN LAS MÁQUINAS,BRIAN MERCHANT,Disponible,/p/sangre-en-las-maquinas/177181/281023,Ciencias sociales,UYU,1360.0
LA CAÍDA DEL CIELO,DAVI KOPENAWA & BRUCE ALBERT,Disponible,/p/la-caida-del-cielo/155190/265108,Ciencias sociales,UYU,1615.0
EL GRAN MITO,NAOMI ORESKES / ERIK M. CONWAY,Disponible,/p/el-gran-mito/158640/268812,Ciencias sociales,UYU,1530.0
EL MAESTRO Y SU EMISARIO,IAIN MCGILCHRIST,Disponible,/p/el-maestro-y-su-emisario/177179/281021,Ciencias sociales,UYU,1615.0
LA SUPERVIVENCIA DE LOS MÁS RICOS,DOUGLAS RUSHKOFF,Disponible,/p/la-supervivencia-de-los-mas-ricos/153252/263047,Ciencias sociales,UYU,1020.0
EL ARTE DE HABLAR SOBRE EL AMOR,PLATÓN,Disponible,/p/el-arte-de-hablar-sobre-el-amor/173554/277420,Ciencias sociales,UYU,501.5
EL ARTE DE MORIR,SÉNECA,Disponible,/p/el-arte-de-morir/146370/255732,Ciencias sociales,UYU,501.5
EL HOMBRE MEDIOCRE,JOSÉ INGENIEROS,Disponible,/p/el-hombre-mediocre/173078/76749,Ciencias sociales,UYU,416.5
HITLER Y LOS ALEMANES,ERIC VOEGELIN,Disponible,/p/hitler-y-los-alemanes/159186/269374,Ciencias sociales,UYU,1615.0
ENTRE PALABRAS DE ODIO Y ODIO A LAS PALABRAS: METAMORFOSIS DE LA CENSURA,ANNA PINTORE,Disponible,/p/entre-palabras-de-odio-y-odio-a-las-palabras-metamorfosis-de-la-censura/176998/280840,Ciencias sociales,UYU,1020.0
SIMON WEIL Y LA CUESTION JUDIA,CHENAVIER ROBERT,Disponible,/p/simon-weil-y-la-cuestion-judia/177011/280853,Ciencias sociales,UYU,1275.0
EL FILOSOFO HABERMAS Y NOSOTROS,PHILIPP FELSCH,Disponible,/p/el-filosofo-habermas-y-nosotros/176999/280841,Ciencias sociales,UYU,1445.0
SER Y TIEMPO,MARTIN HEIDEGGER,Disponible,/p/ser-y-tiempo/63773/65311,Ciencias sociales,UYU,2720.0
NEURO DERECHOS,RAFAEL YUSTE,Disponible,/p/neuro-derechos/177054/280896,Ciencias sociales,UYU,1351.5
EN LAS SOMBRAS DE LA TRADICIÓN,CHRISTINA ENGELMANN,Disponible,/p/en-las-sombras-de-la-tradicion/176187/280060,Ciencias sociales,UYU,1096.5
ALTRUISMO RACIONAL,PABLO MELCHOR,Disponible,/p/altruismo-racional/177188/281030,Ciencias sociales,UYU,1020.0
CRONOFOBIA,SERGIO C. FANJUL,Disponible,/p/cronofobia/177189/281031,Ciencias sociales,UYU,1020.0
EL PENSAMIENTO CONSPIRANOICO,NOEL CEBALLOS,Disponible,/p/el-pensamiento-conspiranoico/121586/124389,Ciencias sociales,UYU,1020.0
ORFIDAL Y CABALLERO,ÁNGELES CABALLERO,Disponible,/p/orfidal-y-caballero/177195/281038,Ciencias sociales,UYU,1020.0
HORTUS VITAE,VIOLET PAGET,Disponible,/p/hortus-vitae/177085/280929,Ciencias sociales,UYU,935.0
MAFIAS,RYAN GINGERAS,Disponible,/p/mafias/177051/280892,Ciencias sociales,UYU,841.5
ESCRIBIR CONTRA LA FUERZA,SIMONE WEIL,Disponible,/p/escribir-contra-la-fuerza/177044/280883,Ciencias sociales,UYU,841.5
FILOSOFÍA EN 3 MINUTOS - AMOR,VARIOS AUTORES,Disponible,/p/filosofia-en-3-minutos-amor/176768/280654,Ciencias sociales,UYU,331.5
FILOSOFIA EN 3 MINUTOS - FELICIDAD,VARIOS AUTORES,Disponible,/p/filosofia-en-3-minutos-felicidad/176769/280655,Ciencias sociales,UYU,331.5
ELOGIO DE LA EBRIEDAD,ALICIA DOREY,Disponible,/p/elogio-de-la-ebriedad/176721/280614,Ciencias sociales,UYU,841.5
ELOGIO DE LAS VIRTUDES MINUSCULAS,MARINA VAN ZUYLEN,Disponible,/p/elogio-de-las-virtudes-minusculas/169210/273257,Ciencias sociales,UYU,1190.0
ENCONTRASTE CON EL UNIVERSO A MEDIO CAMINO,KAREN BARAD,Disponible,/p/encontraste-con-el-universo-a-medio-camino/176893/280731,Ciencias sociales,UYU,1776.5
GENEALOGIA DE LAURO AYESTARAN Y OTROS TEXTOS,ANGEL AYESTARAN,Disponible,/p/genealogia-de-lauro-ayestaran-y-otros-textos/176924/280764,Ciencias sociales,UYU,586.5
EN BUSCA DEL YO Y OTROS FANTASMAS,JESÚS ZAMORA BONILLA,Disponible,/p/en-busca-del-yo-y-otros-fantasmas/141758/250822,Ciencias sociales,UYU,756.5
PUNTO CERO,SLAVOJ ZIZEK,Disponible,/p/punto-cero/176806/280695,Ciencias sociales,UYU,756.5
FILOSOFIA & CO 14. SETIEMBRE 2025,VARIOS AUTORES,Disponible,/p/filosofia-amp-co-14-setiembre-2025/172507/276391,Ciencias sociales,UYU,416.5
SEREMOS JAGUARES,NEMONTE NENQUIMO,Disponible,/p/seremos-jaguares/162996/271591,Ciencias sociales,UYU,1011.5
BREVE DICCIONARIO PARA TIEMPOS ESTÚPIDOS,"NUÑEZ, SANDINO",Disponible,/p/breve-diccionario-para-tiempos-estupidos/94210/97558,Ciencias sociales,UYU,586.5
"ENSEÑANZAS DE LOS ESTOICOS, LAS + CARTAS",MICHAEL MOORE,Disponible,/p/ensenanzas-de-los-estoicos-las-cartas/176164/280037,Ciencias sociales,UYU,1521.5
LA PEDERASTIA EN LA IGLESIA Y LA SOCIEDAD,JOSEP MIRO I ARDEVOL,Disponible,/p/la-pederastia-en-la-iglesia-y-la-sociedad/176111/279984,Ciencias sociales,UYU,1105.0
SEMINARIOS III. FÉLIX GUATTARI,FÉLIX GUATTARI,Disponible,/p/seminarios-iii-felix-guattari/176315/280197,Ciencias sociales,UYU,841.5
LA VERDAD DE PALABRA Y OTROS ENSAYOS,YVES BONNEFOY,Disponible,/p/la-verdad-de-palabra-y-otros-ensayos/176205/280078,Ciencias sociales,UYU,1530.0
REABRIR POSIBILIDADES,FRANÇOIS JULLIEN,Disponible,/p/reabrir-posibilidades/176203/280076,Ciencias sociales,UYU,1105.0
¿QUIEN ES EL JUEZ?,BENSAÏD DANIEL,Disponible,/p/-iquest-quien-es-el-juez-/176201/280074,Ciencias sociales,UYU,1360.0
NADIE ME ESPERABA AQUÍ,NOELIA RAMÍREZ,Disponible,/p/nadie-me-esperaba-aqui/176032/279899,Ciencias sociales,UYU,501.5
SIN RELATO,"LÓPEZ MONDÉJAR, LOLA",Disponible,/p/sin-relato/160636/270616,Ciencias sociales,UYU,841.5
EL OFICIO DE SER EXTRANJERO,ROGER BARTRA,Disponible,/p/el-oficio-de-ser-extranjero/176033/279900,Ciencias sociales,UYU,501.5
EL ARTESANO,RICHARD SENNETT,Disponible,/p/el-artesano/120899/123675,Ciencias sociales,UYU,586.5
DE LA LIGEREZA,"LIPOVETSKY, GILLES",Disponible,/p/de-la-ligereza/13738/14435,Ciencias sociales,UYU,841.5
EL OJO DEL COCODRILO,"PLUMWOOD, VAL",Disponible,/p/el-ojo-del-cocodrilo/149239/258771,Ciencias sociales,UYU,756.5
EL MONO ARROGANTE,CHRISTINE WEBB,Disponible,/p/el-mono-arrogante/176345/280231,Ciencias sociales,UYU,756.5
LA SOCIEDAD JAPONESA,ESTELLA RAMIREZ MARTINEZ,Disponible,/p/la-sociedad-japonesa/176288/280170,Ciencias sociales,UYU,1181.5
NUESTRAS ÚLTIMAS VECES,SOPHIE GALABRU,Disponible,/p/nuestras-ultimas-veces/176286/280168,Ciencias sociales,UYU,935.0
¿PARA QUÉ SERVIMOS LOS FILÓSOFOS?,CARLOS FERNÁNDEZ LIRIA,Disponible,/p/-iquest-para-que-servimos-los-filosofos-/176269/280151,Ciencias sociales,UYU,722.5
EL IMPERATIVO OCIOSO,DIEGO PEREZ PEZOA,Disponible,/p/el-imperativo-ocioso/176256/280133,Ciencias sociales,UYU,756.5
LAS CARAS DEL MONSTRUO,JULIA MENGOLINI,Disponible,/p/las-caras-del-monstruo/157551/267634,Ciencias sociales,UYU,671.5
CRIMINALIZACIÓN MEDIÁTICA DE LA CRÍTICA,RICARDO VISCARDI / RODRIGO CARBALLAL,Disponible,/p/criminalizacion-mediatica-de-la-critica/103562/107266,Ciencias sociales,UYU,510.0
EL LIBRO DE LOS SESGOS,RICARDO ROMERO,Disponible,/p/el-libro-de-los-sesgos/170689/274589,Ciencias sociales,UYU,756.5
UNA HISTORIA DE LA SOLEDAD,SABINE MELCHIOR-BONNET,Disponible,/p/una-historia-de-la-soledad/176019/279883,Ciencias sociales,UYU,1266.5
EL DESASOSIEGO DE NUESTRO TIEMPO Y OTROS ESCRITOS POLÍTICOS,SIMONE WEIL,Disponible,/p/el-desasosiego-de-nuestro-tiempo-y-otros-escritos-politicos/175912/279790,Ciencias sociales,UYU,1445.0
"CIENCIA, LIBERTAD Y PAZ",ALDOUS HUXLEY,Disponible,/p/ciencia-libertad-y-paz/175906/279784,Ciencias sociales,UYU,935.0
LA CORRUPCION DEL LENGUAJE,GEORGE ORWELL,Disponible,/p/la-corrupcion-del-lenguaje/175909/279787,Ciencias sociales,UYU,935.0
EL VUELCO,JEFFREY J. KRIPAL,Disponible,/p/el-vuelco/137455/142930,Ciencias sociales,UYU,1360.0
NATURALEZA ESENCIAL,CHRISTIAN DE QUINCEY,Disponible,/p/naturaleza-esencial/144415/253664,Ciencias sociales,UYU,1870.0
TU ERES ESO,JOSEPH CAMPBELL,Disponible,/p/tu-eres-eso/137416/142892,Ciencias sociales,UYU,1190.0
LUCHA POR EL FUTURO HUMANO,"NAYDLER, JEREMY",Disponible,/p/lucha-por-el-futuro-humano/175816/279697,Ciencias sociales,UYU,1436.5
"DIOS, MARCA REGISTRADA",ILYA U. TOPPER,Disponible,/p/dios-marca-registrada/145183/254478,Ciencias sociales,UYU,1020.0
COMBATIR EL IMPERIALISMO,MICHAL ZOUREK,Disponible,/p/combatir-el-imperialismo/156359/266398,Ciencias sociales,UYU,671.5
EN TIEMPOS DE INCERTIDUMBRE,"ALBISTUR, JORGE",Disponible,/p/en-tiempos-de-incertidumbre/63009/64574,Ciencias sociales,UYU,527.0
EL ARTE DE CULTIVAR UNA MENTE ABIERTA,"EMPIRICO, SEXTO",Disponible,/p/el-arte-de-cultivar-una-mente-abierta/128732/131979,Ciencias sociales,UYU,501.5
THOREAU - YOGUI DEL BOSQUE,COLETTE POGGI / EMILIE POGGI,Disponible,/p/thoreau-yogui-del-bosque/161851/270750,Ciencias sociales,UYU,935.0
VISIÓN NOCTURNA,MARIANA ALESSANDRI,Disponible,/p/vision-nocturna/158312/268463,Ciencias sociales,UYU,756.5
METAMORFOSIS,EMANUELLE COCCIA,Disponible,/p/metamorfosis/112420/116557,Ciencias sociales,UYU,926.5
LA EXPULSIÓN DE LO DISTINTO,BYUNG-CHUL HAN,Disponible,/p/la-expulsion-de-lo-distinto/139427/144984,Ciencias sociales,UYU,501.5
DEMOCRACIA Y ANARQUÍA,DONATELLA DI CESARE,Disponible,/p/democracia-y-anarquia/175539/279400,Ciencias sociales,UYU,1955.0
OBSERVACIONES SOBRE LA DESORIENTACIÓN DEL MUNDO,ALAIN BADIOU,Disponible,/p/observaciones-sobre-la-desorientacion-del-mundo/175540/279401,Ciencias sociales,UYU,841.5
"SUBLIME EN WAGNER, LO",SLAVOJ ZIZEK,Disponible,/p/sublime-en-wagner-lo/175541/279402,Ciencias sociales,UYU,1020.0
EL AROMA DEL TIEMPO,BYUNG-CHUL HAN,Disponible,/p/el-aroma-del-tiempo/116106/97299,Ciencias sociales,UYU,671.5
A LA SALUD DE LOS MUERTOS,VINCIANE DESPRET,Disponible,/p/a-la-salud-de-los-muertos/121299/124093,Ciencias sociales,UYU,799.0
NADA ES MÁS ASOMBROSO QUE EL HOMBRE,VOLKER SPIERLING,Disponible,/p/nada-es-mas-asombroso-que-el-hombre/152371/262098,Ciencias sociales,UYU,1615.0
EL ARTE DE TENER RAZÓN,"SCHOPENHAUER, ARTHUR",Disponible,/p/el-arte-de-tener-razon/146590/255976,Ciencias sociales,UYU,671.5
TERRA INCOGNITA,ALAIN CORBIN,Disponible,/p/terra-incognita/156308/266345,Ciencias sociales,UYU,1020.0
EL ROSTRO Y SUS MÁSCARAS,MARIO SATZ,Disponible,/p/el-rostro-y-sus-mascaras/156305/266342,Ciencias sociales,UYU,841.5
CONVERSACIONES CON ARTHUR SCHOPENHAUER,"MORENO CLAROS, LUIS FERNANDO (COMP)",Disponible,/p/conversaciones-con-arthur-schopenhauer/12454/13063,Ciencias sociales,UYU,1360.0
HISTORIA DEL SILENCIO,ALAIN CORBIN,Disponible,/p/historia-del-silencio/107418/111287,Ciencias sociales,UYU,1020.0
MATERNIDAD Y CREACIÓN,VV.AA.,Disponible,/p/maternidad-y-creacion/144752/254013,Ciencias sociales,UYU,1530.0
¿QUÉ ES LA FILOSOFIA?,GIORGIO AGAMBEN,Disponible,/p/-iquest-que-es-la-filosofia-/75441/77508,Ciencias sociales,UYU,935.0
LA NATURALEZA DE THOREAU,JANE BENNETT,Disponible,/p/la-naturaleza-de-thoreau/174897/278737,Ciencias sociales,UYU,1105.0
HIPEROBJETOS,"MORTON, TIMOTHY",Disponible,/p/hiperobjetos/101476/278728,Ciencias sociales,UYU,1190.0
METAFÍSICA DE LA FELICIDAD REAL,ALAN BADIOU,Disponible,/p/metafisica-de-la-felicidad-real/125450/127424,Ciencias sociales,UYU,671.5
INFANCIA E HISTORIA,GIORGIO AGAMBEN,Disponible,/p/infancia-e-historia/66504/68111,Ciencias sociales,UYU,841.5
LA EXISTENCIA ESTÁ EN OTRA PARTE,VIRGINIA MÓRTOLA (SELECCIÓN Y PRÓLOGO),Disponible,/p/la-existencia-esta-en-otra-parte/154719/264605,Ciencias sociales,UYU,535.5
CRIMINALIZACIÓN Y CASTIGO,VV.AA.,Disponible,/p/criminalizacion-y-castigo/101276/104891,Ciencias sociales,UYU,374.0
PRODUCIR LO COMUN,VV.AA.,Disponible,/p/producir-lo-comun/121004/123786,Ciencias sociales,UYU,901.0
LA LEY DE LA ATRACCIÓN,VARIOS AUTORES,Disponible,/p/la-ley-de-la-atraccion/74161/76173,Ciencias sociales,UYU,416.5
FRONTERAS DE CLASE,LEA YPI,Disponible,/p/fronteras-de-clase/174473/278342,Ciencias sociales,UYU,416.5
FIGURAS DEL DISENSO. ENSAYOS CRITICOS,TERRY EAGLETON,Disponible,/p/figuras-del-disenso-ensayos-criticos/168031/272140,Ciencias sociales,UYU,833.0
LOS DERECHOS HUMANOS EN AMERICA LATINA,LUIS RONIGER,Disponible,/p/los-derechos-humanos-en-america-latina/168067/272176,Ciencias sociales,UYU,833.0
"HOMBRE DE VIDRIO, EL. ESTETICAS BENJAMINIANAS",JEANLOUIS DEOTTE,Disponible,/p/hombre-de-vidrio-el-esteticas-benjaminianas/168072/272181,Ciencias sociales,UYU,756.5
HORROR Y FICCION,HOWARD LOVECRAFT,Disponible,/p/horror-y-ficcion/168073/272182,Ciencias sociales,UYU,671.5
"SOCIEDADES MATRIARCALES DEL PRESENTE. ASIA, INDONESIA, PACIFICO, AMERICA, INDIA, AFRICA",HEIDE GOETTNERABENDROTH,Disponible,/p/sociedades-matriarcales-del-presente-asia-indonesia-pacifico-america-india-africa/168077/272186,Ciencias sociales,UYU,1266.5
ENSAYOS SOCIOLOGICOS. VOL 2. CUESTIONES SOCIALES,GABRIEL TARDE,Disponible,/p/ensayos-sociologicos-vol-2-cuestiones-sociales/168028/272137,Ciencias sociales,UYU,833.0
ENSAYOS SOCIOLOGICOS. VOL 1. LA SOCIOLOGIA CRIMINAL Y LAS MUCHEDUMBRES,GABRIEL TARDE,Disponible,/p/ensayos-sociologicos-vol-1-la-sociologia-criminal-y-las-muchedumbres/168027/272136,Ciencias sociales,UYU,833.0
LA MANO INVISIBLE DETRÁS DEL ALGORITMO,ESTEBAN MAGNANI,Disponible,/p/la-mano-invisible-detras-del-algoritmo/168063/272172,Ciencias sociales,UYU,756.5
ENTRE LA CELEBRACION Y EL RECHAZO: LA INCIDENCIA DE LA TECNOCIENCIA EN LA CONCEPTUALIZACION,ELIZABETH PADILLA,Disponible,/p/entre-la-celebracion-y-el-rechazo-la-incidencia-de-la-tecnociencia-en-la-conceptualizacion/168061/272170,Ciencias sociales,UYU,833.0
"PASIONES ORDINARIAS, LAS. ANTROPOLOGIA DE LAS EMOCIONES",DAVID LE BRETRON,Disponible,/p/pasiones-ordinarias-las-antropologia-de-las-emociones/168091/272200,Ciencias sociales,UYU,756.5
"ROSTROS, LOS. ENSAYO DE ANTROPOLOGIA",DAVID LE BRETON,Disponible,/p/rostros-los-ensayo-de-antropologia/168085/272194,Ciencias sociales,UYU,926.5
RITOS DE VIRILIDAD EN LA ADOLESCENCIA,DAVID LE BRETON,Disponible,/p/ritos-de-virilidad-en-la-adolescencia/168076/272185,Ciencias sociales,UYU,756.5
BLACK MIRROR Y LA AURORA DIGITAL. NUESTRAS VIDAS DESPUES DEL HUMANISMO,CLAUDIA / SUSCA VINCENZO ATTIMONELLI,Disponible,/p/black-mirror-y-la-aurora-digital-nuestras-vidas-despues-del-humanismo/168015/272124,Ciencias sociales,UYU,756.5
ELOGIO DEL CONFLICTO,MIGUEL BENASAYAG / ANGÉLIQUE DEL REY,Disponible,/p/elogio-del-conflicto/168082/272191,Ciencias sociales,UYU,756.5
DE LA VEJEZ,CICERÓN,Disponible,/p/de-la-vejez/174622/278481,Ciencias sociales,UYU,756.5
AMOR Y AMISTAD,SIMONE WEIL,Disponible,/p/amor-y-amistad/174605/278464,Ciencias sociales,UYU,756.5
SI ARDEMOS,VINCENT BEVINS,Disponible,/p/si-ardemos/174533/278409,Ciencias sociales,UYU,1275.0
ADIOS A UN RIO,JOHN GRAVES,Disponible,/p/adios-a-un-rio/174515/278389,Ciencias sociales,UYU,1105.0
LA SOCIEDAD DE LA DESCONFIANZA,CAMPS VICTORIA,Disponible,/p/la-sociedad-de-la-desconfianza/174534/278410,Ciencias sociales,UYU,1020.0
LA TIERRA SOMETIDA,"BLOM, PHILIPP",Disponible,/p/la-tierra-sometida/174471/278340,Ciencias sociales,UYU,935.0
MI 69,DAVID TRUEBA,Disponible,/p/mi-69/174468/278337,Ciencias sociales,UYU,501.5
LA VIDA PRIVADA Y PUBLICA DE SOCRATES,"KRAUS, RENÉ",Disponible,/p/la-vida-privada-y-publica-de-socrates/133336/138504,Ciencias sociales,UYU,1105.0
LA NUEVA CLASE DOMINANTE,"JUSTE, RUBÉN",Disponible,/p/la-nueva-clase-dominante/117708/121039,Ciencias sociales,UYU,935.0
EL ESTOICISMO ROMANO,VV.AA.,Disponible,/p/el-estoicismo-romano/152387/262114,Ciencias sociales,UYU,1020.0
NO LO HARÉ BIEN,EMMA VALLESPINÓS,Disponible,/p/no-lo-hare-bien/143177/252300,Ciencias sociales,UYU,1020.0
SOBRE LA PAZ MENTAL. SOBRE LA FIRMEZA DE CARÁCTER,SÉNECA,Disponible,/p/sobre-la-paz-mental-sobre-la-firmeza-de-caracter/158139/268283,Ciencias sociales,UYU,586.5
EL PRÍNCIPE,NICOLÁS MAQUIAVELO,Disponible,/p/el-principe/155170/265088,Ciencias sociales,UYU,501.5
"SOBRE LA AMISTAD, LA VIDA Y LA MUERTE",LUCIO ANNEO SÉNECA,Disponible,/p/sobre-la-amistad-la-vida-y-la-muerte/119523/122254,Ciencias sociales,UYU,586.5
EL CREPÚSCULO DE LOS ÍDOLOS,"NIETZSCHE, FRIEDRICH",Disponible,/p/el-crepusculo-de-los-idolos/149943/259497,Ciencias sociales,UYU,586.5
ARTE DEL BUEN VIVIR,"SCHOPENHAUER, ARTHUR",Disponible,/p/arte-del-buen-vivir/68144/69825,Ciencias sociales,UYU,671.5
AMERICA LATINA EN MOVIMIENTO,VV.AA.,Disponible,/p/america-latina-en-movimiento/174192/278064,Ciencias sociales,UYU,1096.5
GOBERNAR LA CRISIS DE LOS REFUGIADOS,MIGUEL MELLINO,Disponible,/p/gobernar-la-crisis-de-los-refugiados/174228/278100,Ciencias sociales,UYU,926.5
MANUAL PARA QUEMAR EL LICEO,JARON ROWAN,Disponible,/p/manual-para-quemar-el-liceo/174244/278116,Ciencias sociales,UYU,833.0
ANTIGITANISMO,VV.AA.,Disponible,/p/antigitanismo/174193/278065,Ciencias sociales,UYU,1096.5
FUERZA DE TRABAJO PARIA EN ASIA,JAN BREMAN,Disponible,/p/fuerza-de-trabajo-paria-en-asia/174226/278098,Ciencias sociales,UYU,1241.0
ELEMENTOS DE CRITICA HOMOSEXUAL,MARIO MIELI,Disponible,/p/elementos-de-critica-homosexual/174213/278085,Ciencias sociales,UYU,1241.0
HACER JUSTICIA,ELSA DECK MARSAULT,Disponible,/p/hacer-justicia/173985/277849,Ciencias sociales,UYU,1096.5
LIBERTAD EN LONTANANZA,JACQUES RANCIÈRE,Disponible,/p/libertad-en-lontananza/173979/277843,Ciencias sociales,UYU,926.5
LA VIDA SECRETA DE LAS PLANTAS,PETER TOMKINS Y CHRISTOPHER BIRD,Disponible,/p/la-vida-secreta-de-las-plantas/157315/267385,Ciencias sociales,UYU,756.5
EL ANTROPOCENO,"FERNÁNDEZ DURÁN, RAMÓN",Disponible,/p/el-antropoceno/128633/131801,Ciencias sociales,UYU,926.5
HABITAR COMO UN PÁJARO,VINCIANE DESPRET,Disponible,/p/habitar-como-un-pajaro/127746/130329,Ciencias sociales,UYU,799.0
ENSEÑAR COMUNIDAD,BELL HOOKS,Disponible,/p/ensenar-comunidad/174282/278154,Ciencias sociales,UYU,671.5
MANIFIESTO DE LOS CUIDADOS,THE CARE COLLECTIVE,Disponible,/p/manifiesto-de-los-cuidados/154299/264168,Ciencias sociales,UYU,722.5
DESERTEMOS,FRANCO BERARDI BIFO,Disponible,/p/desertemos/157365/267436,Ciencias sociales,UYU,833.0
ECOFEMINISMO,CATHERINE LARRÉRE,Disponible,/p/ecofeminismo/172842/276732,Ciencias sociales,UYU,586.5
MANIFIESTO POR LA FILOSOFÍA,ALAN BADIOU,Disponible,/p/manifiesto-por-la-filosofia/104233/107962,Ciencias sociales,UYU,841.5
EN DEFENSA DE AFRODITA,NA PAI (COORD.),Disponible,/p/en-defensa-de-afrodita/154277/264146,Ciencias sociales,UYU,756.5
CIENCIA INTENSIVA Y FILOSOFÍA VIRTUAL,"DELANDA, MANUEL",Disponible,/p/ciencia-intensiva-y-filosofia-virtual/149148/258675,Ciencias sociales,UYU,926.5
ELOGIO DEL RIESGO,ANNE DUFOURMANTELLE,Disponible,/p/elogio-del-riesgo/58770/60305,Ciencias sociales,UYU,756.5
EL INDIVIDUO CONTRA EL ESTADO,HERBERT SPENCER,Disponible,/p/el-individuo-contra-el-estado/129306/132897,Ciencias sociales,UYU,833.0
ECOLOGÍA O CATÁSTROFE,JANET BIEHL,Disponible,/p/ecologia-o-catastrofe/117579/120903,Ciencias sociales,UYU,1606.5
AFINIDADES CONECTIVAS. SOCIOLOGÍA DE LA CULTURA DIGITAL,VINCENZO SUSCA,Disponible,/p/afinidades-conectivas-sociologia-de-la-cultura-digital/158854/269039,Ciencias sociales,UYU,952.0
CHOMSKY Y MUJICA,SAÚL ALVÍDREZ,Disponible,/p/chomsky-y-mujica/143462/252614,Ciencias sociales,UYU,807.5
