titulo,autor,disponibilidad,link,categoria,moneda,precio_numero
CRIANZAS,SUSY SHOCK,Disponible,/p/crianzas/100778/104384,Género,UYU,756.5
SEXO ATR,LICENCIADA CECILIA CE,Disponible,/p/sexo-atr/105928/109733,Género,UYU,1266.5
BISEXUALIDADES FEMINISTAS,VV.AA.,Disponible,/p/bisexualidades-feministas/110305/114364,Género,UYU,841.5
HEMBRA. CRIS MIRÓ,CARLOS SANZOL,Disponible,/p/hembra-cris-miro/154702/264588,Género,UYU,926.5
PORNO FEMINISTA,VV.AA.,Disponible,/p/porno-feminista/149611/259157,Género,UYU,1266.5
MUJERES QUE YA NO SUFREN POR AMOR,CORAL HERRERA,Disponible,/p/mujeres-que-ya-no-sufren-por-amor/153908/263739,Género,UYU,807.5
FALTAS. UNA MEMORIA TRANS,CECILIA GENTILI,Disponible,/p/faltas-una-memoria-trans/152111/261825,Género,UYU,756.5
EL MOVIMIENTO DE MUJERES ROMANÍES,VV.AA.,Disponible,/p/el-movimiento-de-mujeres-romanies/137167/142631,Género,UYU,1691.5
DESHACER EL GENERO,JUDITH BUTLER,Disponible,/p/deshacer-el-genero/168649/106378,Género,UYU,1122.0
UNA LECTURA FEMINISTA DE LA DEUDA,"GAGO, CABALLERO",Disponible,/p/una-lectura-feminista-de-la-deuda/117444/120764,Género,UYU,544.0
EL LUGAR QUE HABITO,MARINA BONILLA,Disponible,/p/el-lugar-que-habito/156769/266815,Género,UYU,926.5
FEMINISMOS Y POSCOLONIALIDAD,KARINA BIDASECA Y VANESA VÁZQUEZ LABA,Disponible,/p/feminismos-y-poscolonialidad/3889/4009,Género,UYU,1096.5
LA CASA COMO LABORATORIO,LUCI CAVALLERO / VERÓNICA GAGO,Disponible,/p/la-casa-como-laboratorio/131683/136735,Género,UYU,442.0
TEMAS QUE INCOMODAN,"ROSTAGNOL, SUSANA",Disponible,/p/temas-que-incomodan/130630/134978,Género,UYU,416.5
LA CONSTRUCCIÓN DE LA FEMINIDAD BÍBLICA,BETH ALLISON BARR,Disponible,/p/la-construccion-de-la-feminidad-biblica/156832/266878,Género,UYU,1020.0
TERRA VIVA,VANDANA SHIVA,Disponible,/p/terra-viva/163079/271657,Género,UYU,1275.0
TREMENDAS,MAJO SISCAR BANYULS,Disponible,/p/tremendas/163070/271648,Género,UYU,935.0
VINDICACIÓN DE LOS DERECHOS DE LA MUJER,MARY WOLLSTONECRAFT,Disponible,/p/vindicacion-de-los-derechos-de-la-mujer/58524/113728,Género,UYU,586.5
QUIERO SER LIBRE!,NURIA MARTORELL,Disponible,/p/quiero-ser-libre-/162740/271462,Género,UYU,1275.0
QUERIDA IJEAWELE,"NGOZI ADICHIE, CHIMAMANDA",Disponible,/p/querida-ijeawele/165471/91504,Género,UYU,527.0
ELLAS,LÓPEZ ROSETTI DANIEL,Disponible,/p/ellas/82670/85660,Género,UYU,552.5
INTREPIDAS,ESMERALDA BROULLÓN ACUÑA,Disponible,/p/intrepidas/162095/270943,Género,UYU,1011.5
EL COLOQUIO DE LAS PERRAS,"MIGUEL, LUNA",Disponible,/p/el-coloquio-de-las-perras/122533/125381,Género,UYU,697.0
CUERPOS ALIADOS Y LUCHA POLÍTICA,JUDITH BUTLER,Disponible,/p/cuerpos-aliados-y-lucha-politica/82859/110777,Género,UYU,1351.5
HACIA UNA NUEVA POLITICA SEXUAL,ROSA COBO BEDIA,Disponible,/p/hacia-una-nueva-politica-sexual/160234/270208,Género,UYU,722.5
VINDICACIÓN DE LOS DERECHOS DE LA MUJER,"WOLLSTONECRAFT, MARY / ROWBOTHAM, SHEILA",Disponible,/p/vindicacion-de-los-derechos-de-la-mujer/58524/102088,Género,UYU,1096.5
EL ESTIGMA SOCIAL DE LA VIOLACION,INÉS HERCOVICH,Disponible,/p/el-estigma-social-de-la-violacion/132676/137808,Género,UYU,673.2
¿RECONOCIMIENTO O REDISTRIBUCIÓN?,"FRASER, BUTLER",Sin Stock,/p/-iquest-reconocimiento-o-redistribucion-/121000/123782,Género,UYU,646.0
EL FEMINISMO,MARÍA ELENA WALSH,Sin Stock,/p/el-feminismo/149160/258687,Género,UYU,1011.5
UN HIMNO A LA VIDA,GISELE PELICOT,Sin Stock,/p/un-himno-a-la-vida/176470/280353,Género,UYU,926.5
EL BAILE DE LAS MUJERES SABIAS,"PINKOLA ESTÉS, CLARISSA",Sin Stock,/p/el-baile-de-las-mujeres-sabias/179395/272534,Género,UYU,586.5
EL SEGUNDO SEXO,SIMONE DE BEAUVOIR,Sin Stock,/p/el-segundo-sexo/169169/104944,Género,UYU,1266.5
LA MUJER RENOVADA,LOUANN BRIZENDINE,Sin Stock,/p/la-mujer-renovada/144655/253914,Género,UYU,926.5
LAS BRUJAS,STACY SCHIFF,Sin Stock,/p/las-brujas/168763/272839,Género,UYU,1275.0
MI VIDA EN LA CARRETERA,GLORIA STEINEM,Sin Stock,/p/mi-vida-en-la-carretera/117882/121215,Género,UYU,1351.5
FEMINISMO PARA EL 99%,AUTORAS VARIAS,Sin Stock,/p/feminismo-para-el-99-/106075/109885,Género,UYU,501.5
TESTIGO MODESTO. FEMINISMO & TECNOCIENCIA,DONNA HARAWAY,Sin Stock,/p/testigo-modesto-feminismo-amp-tecnociencia/128518/131614,Género,UYU,1521.5
EL LIBRO DEL FEMINISMO,VARIOS AUTORES,Sin Stock,/p/el-libro-del-feminismo/113000/117159,Género,UYU,1504.5
LAS NUEVE VIDAS DE SAFO,LAURE DE CHANTAL,Sin Stock,/p/las-nueve-vidas-de-safo/176739/280633,Género,UYU,1190.0
MUJERES SILENCIADAS EN LA EDAD MEDIA,"FERRER, SANDRA",Sin Stock,/p/mujeres-silenciadas-en-la-edad-media/112205/280631,Género,UYU,1020.0
MUJERES SILENCIADAS EN EL RENACIMIENTO VOL. 2,"FERRER, SANDRA",Sin Stock,/p/mujeres-silenciadas-en-el-renacimiento-vol-2/176737/280630,Género,UYU,1190.0
MUJERES SILENCIADAS EN EL RENACIMIENTO,"FERRER, SANDRA",Sin Stock,/p/mujeres-silenciadas-en-el-renacimiento/176736/280629,Género,UYU,1190.0
SEDUCCIÓN Y TRAICIÓN,ELIZABETH HARDWICK,Sin Stock,/p/seduccion-y-traicion/148292/257768,Género,UYU,1275.0
ELISA LA OLVIDADIZA,ANA MAC DONAGH / DOLORES ARRIGO / MARÍA GUADALUPE,Disponible,/p/elisa-la-olvidadiza/172560/276444,Infantiles,UYU,416.5
MINIMEDITACIONES PARA ANTES DE DORMIR,"VICTORIA BUNGE, ELINA",Disponible,/p/minimeditaciones-para-antes-de-dormir/172561/276445,Infantiles,UYU,841.5
DIBUJANDO A MAFALDA,MARIANA SANZ,Disponible,/p/dibujando-a-mafalda/174323/278195,Infantiles,UYU,841.5
"¡ME ENOJO, MUCHO!",ALEXIEV GANDMAN,Disponible,/p/-iexcl-me-enojo-mucho-/174324/278196,Infantiles,UYU,586.5
DIBUJO CREATIVO DE LOS PEQUEÑOS GRANDES ARTISTAS,MARIANA SANZ,Disponible,/p/dibujo-creativo-de-los-pequenos-grandes-artistas/141261/250300,Infantiles,UYU,501.5
LIBRO DE LOS PEQUEÑOS GRANDES ARTISTAS 2,MARIANA SANZ,Disponible,/p/libro-de-los-pequenos-grandes-artistas-2/126365/128410,Infantiles,UYU,586.5
NATURALEZA BOTÁNICA,MARIANA SANZ,Disponible,/p/naturaleza-botanica/151110/260732,Infantiles,UYU,586.5
LIBRO DE ACTIVIDADES DE LOS PEQUEÑOS GRANDES ARTISTAS,MARIANA SANZ,Disponible,/p/libro-de-actividades-de-los-pequenos-grandes-artistas/126364/128409,Infantiles,UYU,501.5
LA MAGIA DE CRECER,JOPI,Disponible,/p/la-magia-de-crecer/168477/272578,Infantiles,UYU,586.5
LAS LETRAS REBELDES,AUTORAS VARIAS,Disponible,/p/las-letras-rebeldes/168476/272577,Infantiles,UYU,416.5
ETCÉTERA,VV.AA.,Disponible,/p/etcetera/151093/260715,Infantiles,UYU,501.5
ADIVINACEDARIO,JOSE CARLOS ROMAN /CECILIA MORENO,Disponible,/p/adivinacedario/152308/262027,Infantiles,UYU,1020.0
TROGLODITA,PAULA MERLÁN Y GÓMEZ,Disponible,/p/troglodita/152332/262059,Infantiles,UYU,841.5
UN EXTRAÑO REGALO,JOSÉ CARLOS ROMÁN,Disponible,/p/un-extrano-regalo/152300/262019,Infantiles,UYU,935.0
ME AYUDAS A DIBUJAR UN PATO?,JOSÉ CARLOS ANDRÉS,Disponible,/p/me-ayudas-a-dibujar-un-pato-/152271/261990,Infantiles,UYU,935.0
MIS VECINOS,SUSANA PEIX CRUZ,Disponible,/p/mis-vecinos/152278/261997,Infantiles,UYU,841.5
MISION RESCATE,CRISTINA OLEBY,Disponible,/p/mision-rescate/152279/261998,Infantiles,UYU,935.0
PANDAMONIA,CHRIS OWEN,Disponible,/p/pandamonia/152284/262003,Infantiles,UYU,841.5
QUE LE PASA A LA ABUELA?,MIGUEL PERALTA,Disponible,/p/que-le-pasa-a-la-abuela-/152290/262009,Infantiles,UYU,935.0
QUIERO SER REINA,SUSANA PEIX CRUZ,Disponible,/p/quiero-ser-reina/152292/262011,Infantiles,UYU,841.5
FEDERICO MI AMIGO,JESUS CASTRO YAÑEZ,Disponible,/p/federico-mi-amigo/152258/261977,Infantiles,UYU,935.0
VIAJES EN TRENES DE PRIMERA CLASE,DANI TORRENT,Disponible,/p/viajes-en-trenes-de-primera-clase/152304/262023,Infantiles,UYU,1020.0
UN HUEVO DE LOBO,TXABI ARNAL,Disponible,/p/un-huevo-de-lobo/152487/262218,Infantiles,UYU,935.0
ANIMALFABETO,EVA MEJUTO,Disponible,/p/animalfabeto/152234/261953,Infantiles,UYU,1020.0
UN LOBO DE CUENTO,SUSANA PEIX / MERCE CANALS,Disponible,/p/un-lobo-de-cuento/152488/262219,Infantiles,UYU,671.5
ANTES DE DORMIR,VV.AA.,Disponible,/p/antes-de-dormir/152235/261954,Infantiles,UYU,841.5
BASUROLANDIA,OLA WOLDAUSKA,Disponible,/p/basurolandia/152237/261956,Infantiles,UYU,1105.0
KASPAR NUNCA ACABA NADA,DAVIDE CALI,Disponible,/p/kaspar-nunca-acaba-nada/152268/261987,Infantiles,UYU,841.5
LABORES DEL LUGAR,SUSANA PEIX CRUZ,Disponible,/p/labores-del-lugar/152269/261988,Infantiles,UYU,1020.0
ME RESULTA FAMILIAR,CARMEN MATEO,Disponible,/p/me-resulta-familiar/152272/261991,Infantiles,UYU,1020.0
PLANETA Q,SUSANA PEIX CRUZ,Disponible,/p/planeta-q/152285/262004,Infantiles,UYU,671.5
SOLO,CAROLINA LUZÓN,Disponible,/p/solo/152293/262012,Infantiles,UYU,935.0
¡YA ESTÁS AQUÍ!,R. J. PERALTA,Disponible,/p/-iexcl-ya-estas-aqui-/152305/262024,Infantiles,UYU,935.0
AHORA SOMOS TRES,GIORGIO VOLPI,Disponible,/p/ahora-somos-tres/152309/262028,Infantiles,UYU,841.5
¿DE QUIÉN ES ESTE HUEVO?,SUSANA PIEX,Disponible,/p/-iquest-de-quien-es-este-huevo-/152312/262031,Infantiles,UYU,671.5
INVISIBLES,MONTSE FAJARDO,Disponible,/p/invisibles/152319/262039,Infantiles,UYU,1020.0
TRAS LA HUELLA DE LOS DINOSAURIOS,VVAA,Disponible,/p/tras-la-huella-de-los-dinosaurios/152331/262058,Infantiles,UYU,756.5
UN CARNAVAL MUY ANIMAL,VVAA,Disponible,/p/un-carnaval-muy-animal/152333/262060,Infantiles,UYU,671.5
UN GATO DE CAMPEONATO,MERCÉ CANALS,Disponible,/p/un-gato-de-campeonato/152334/262061,Infantiles,UYU,841.5
JARDÍN AMBULANTE,VIRGINIA MÓRTOLA,Disponible,/p/jardin-ambulante/121779/124588,Infantiles,UYU,544.0
LA LUNA ESTÁ LLENA,DIEGO BIANKI,Disponible,/p/la-luna-esta-llena/93185/96441,Infantiles,UYU,501.5
INVENTARIO ILUSTRADO DE ANIMALES,VIRGINIE ALADJIDI / EMMANUELLE TCHOUKRIEL,Disponible,/p/inventario-ilustrado-de-animales/93182/96438,Infantiles,UYU,1096.5
PEGATINAS - VACACIONES,VV.AA.,Disponible,/p/pegatinas-vacaciones/143889/253104,Infantiles,UYU,382.5
AQUÍ VEO,VERÓNICA URIBE,Disponible,/p/aqui-veo/122980/125847,Infantiles,UYU,586.5
¿DE DÓNDE VENGO?,AGNIESZKA KACPRZYK / MARIANNA SZTYMA,Disponible,/p/-iquest-de-donde-vengo-/126845/129007,Infantiles,UYU,416.5
AUGUSTO Y SU SONRISA,"RAYNER, CATHERINE",Disponible,/p/augusto-y-su-sonrisa/89469/92526,Infantiles,UYU,586.5
EL TRASERO MÁGICO,BEACH,Disponible,/p/el-trasero-magico/174013/277877,Infantiles,UYU,671.5
MAMÁ Y SUS PEQUEÑOS,GUIDO VAN GENECHTEN,Disponible,/p/mama-y-sus-pequenos/178791/282481,Infantiles,UYU,416.5
PAPÁ Y SUS PEQUEÑOS,GUIDO VAN GENECHTEN,Disponible,/p/papa-y-sus-pequenos/178790/282480,Infantiles,UYU,416.5
LA LUNA TIENE UN LUNAR,EUGENIA ROMÁN / LUCIANA FEITO (ILUS.),Disponible,/p/la-luna-tiene-un-lunar/177711/281505,Infantiles,UYU,926.5
DINOSAURIOS Y OTRA FAUNA FÓSIL DEL URUGUAY 2,LEO LAGOS / EDUARDO SGANGA,Disponible,/p/dinosaurios-y-otra-fauna-fosil-del-uruguay-2/171035/274925,Infantiles,UYU,756.5
MAYTALIA Y LOS INVENTORES,"NATALIA, MAYDEN",Disponible,/p/maytalia-y-los-inventores/112662/116808,Infantiles,UYU,756.5
MAYTALIA Y EL CUERPO HUMANO,"NATALIA, MAYDEN",Disponible,/p/maytalia-y-el-cuerpo-humano/112502/116642,Infantiles,UYU,756.5
MAYTALIA Y EL PLANETA TIERRA,Y MAYDEN NATALIA,Disponible,/p/maytalia-y-el-planeta-tierra/108712/112686,Infantiles,UYU,756.5
ABÚ QUIERE CONTAR,"COLLAZO, NIRÉ",Disponible,/p/abu-quiere-contar/118583/121923,Infantiles,UYU,527.0
SPARTA Y EL SECRETO DE LA ISLA PERDIDA,ESPARTA 356,Disponible,/p/sparta-y-el-secreto-de-la-isla-perdida/126729/128876,Infantiles,UYU,331.5
"CANTA, JUEGA, Y APRENDE CON PICA - PICA",PICA PICA,Disponible,/p/canta-juega-y-aprende-con-pica-pica/110306/114365,Infantiles,UYU,169.15
HOY SALÍ A BUSCAR EL SOL,IGNACIO MARTÍNEZ,Disponible,/p/hoy-sali-a-buscar-el-sol/139569/145131,Infantiles,UYU,586.5
GUINNES WORLD RECORDS 2024,GUINNESS WORLD RECORDS,Disponible,/p/guinnes-world-records-2024/144776/254039,Infantiles,UYU,1436.5
FUTBOLISIMOS 3: EL MISTERIO DE LA NOCHE MAS CORTA,ROBERTO SANTIAGO,Disponible,/p/futbolisimos-3-el-misterio-de-la-noche-mas-corta/179640/283019,Infantiles,UYU,930.75
FUTBOLISIMOS 29: EL MISTERIO DEL CORNER MAS LARGO DEL MUNDO,ROBERTO SANTIAGO,Disponible,/p/futbolisimos-29-el-misterio-del-corner-mas-largo-del-mundo/179639/283018,Infantiles,UYU,930.75
FUTBOLISIMOS 28: EL MISTERIO DEL ESCAPE ROOM INFINITO,ROBERTO SANTIAGO,Disponible,/p/futbolisimos-28-el-misterio-del-escape-room-infinito/179638/283017,Infantiles,UYU,930.75
EL CAPITAN CALZONCILLOS Y LA VENGANZA DE LOS REPUGNANTES MOCORROBOTS,DAV PILKEY,Disponible,/p/el-capitan-calzoncillos-y-la-venganza-de-los-repugnantes-mocorrobots/179633/283012,Infantiles,UYU,675.75
EL FANTASMA CON ASMA,VV.AA.,Disponible,/p/el-fantasma-con-asma/100287/103880,Infantiles,UYU,501.5
PATEANDO LUNAS EDICION ESPECIAL,ROY BEROCAY,Disponible,/p/pateando-lunas-edicion-especial/178772/282461,Infantiles,UYU,756.5
SED AMIGOS,"YOON, SALINA",Disponible,/p/sed-amigos/79109/81278,Infantiles,UYU,841.5
POLICAN 8. ATRAPA 22,DAV PILKEY,Disponible,/p/polican-8-atrapa-22/170510/274429,Infantiles,UYU,1011.5
POLICAN 6. LA CAMADA DE LOS SALVAJES,DAV PILKEY,Disponible,/p/polican-6-la-camada-de-los-salvajes/170508/274427,Infantiles,UYU,1011.5
POLICÁN 2: SITUACIÓN DESESPERRADA,DAV PILKEY,Disponible,/p/polican-2-situacion-desesperrada/156255/266285,Infantiles,UYU,1011.5
POLICÁN 5: EL SEÑOR DE LAS PULGAS,DAV PILKEY,Disponible,/p/polican-5-el-senor-de-las-pulgas/156258/266288,Infantiles,UYU,1011.5
LOS FORASTEROS DEL TIEMPO 9,ROBERTO SANTIAGO,Disponible,/p/los-forasteros-del-tiempo-9/156253/266283,Infantiles,UYU,918.0
LOS FORASTEROS DEL TIEMPO 8,ROBERTO SANTIAGO,Disponible,/p/los-forasteros-del-tiempo-8/156252/266282,Infantiles,UYU,918.0
LOS FORASTEROS DEL TIEMPO 7,ROBERTO SANTIAGO,Disponible,/p/los-forasteros-del-tiempo-7/156251/266281,Infantiles,UYU,918.0
LOS FORASTEROS DEL TIEMPO 6,ROBERTO SANTIAGO,Disponible,/p/los-forasteros-del-tiempo-6/156250/266280,Infantiles,UYU,918.0
LOS FORASTEROS DEL TIEMPO 5,ROBERTO SANTIAGO,Disponible,/p/los-forasteros-del-tiempo-5/156249/266279,Infantiles,UYU,918.0
LOS FORASTEROS DEL TIEMPO 4,ROBERTO SANTIAGO,Disponible,/p/los-forasteros-del-tiempo-4/156248/266278,Infantiles,UYU,918.0
POLICÁN 3: HISTORIA DE DOS MININOS,DAV PILKEY,Disponible,/p/polican-3-historia-de-dos-mininos/156256/266286,Infantiles,UYU,1011.5
POLICÁN 4: POLICÁN Y CHIKIGATO,DAV PILKEY,Disponible,/p/polican-4-polican-y-chikigato/156257/266287,Infantiles,UYU,1011.5
"FORASTEROS DEL TIEMPO 10, LOS: LA AVENTURA DE LOS BALBUENA CON LOS SUPERNINJAS",ROBERTO SANTIAGO,Disponible,/p/forasteros-del-tiempo-10-los-la-aventura-de-los-balbuena-con-los-superninjas/178120/281887,Infantiles,UYU,918.0
LOS FORASTEROS DEL TIEMPO 1,ROBERTO SANTIAGO,Disponible,/p/los-forasteros-del-tiempo-1/156357/266396,Infantiles,UYU,918.0
LOS FORASTEROS DEL TIEMPO 3,ROBERTO SANTIAGO,Disponible,/p/los-forasteros-del-tiempo-3/156353/266392,Infantiles,UYU,918.0
LOS FORASTEROS DEL TIEMPO 2,ROBERTO SANTIAGO,Disponible,/p/los-forasteros-del-tiempo-2/156350/266389,Infantiles,UYU,918.0
LA HISTORIA DEL PRINCIPITO,ANTOINE DE SAINT-EXUPÉRY,Disponible,/p/la-historia-del-principito/150092/259657,Infantiles,UYU,884.0
LOS FUTBOLÍSIMOS 24: EL MISTERIO DEL RODAJE MÁGICO,ROBERTO SANTIAGO,Disponible,/p/los-futbolisimos-24-el-misterio-del-rodaje-magico/156245/266273,Infantiles,UYU,930.75
LOS FUTBOLÍSIMOS 19: EL MISTERIO DE LAS BRUJAS FUTBOLISTAS,ROBERTO SANTIAGO,Disponible,/p/los-futbolisimos-19-el-misterio-de-las-brujas-futbolistas/153208/263003,Infantiles,UYU,930.75
LOS FUTBOLÍSIMOS 22: EL MISTERIO DEL MUNDIAL EN ÁFRICA,ROBERTO SANTIAGO,Disponible,/p/los-futbolisimos-22-el-misterio-del-mundial-en-africa/153207/263002,Infantiles,UYU,930.75
LOS FUTBOLÍSIMOS 23: EL MISTERIO DE LA CASA ENCANTADA,ROBERTO SANTIAGO,Disponible,/p/los-futbolisimos-23-el-misterio-de-la-casa-encantada/153206/263001,Infantiles,UYU,930.75
LOS FUTBOLÍSIMOS 21: EL MISTERIO DEL CERRO DE LAS ÁGUILAS,ROBERTO SANTIAGO,Disponible,/p/los-futbolisimos-21-el-misterio-del-cerro-de-las-aguilas/153205/263000,Infantiles,UYU,930.75
"FUTBOLISIMOS 26, LOS: EL MISTERIO DE TIGER BLACK",ROBERTO SANTIAGO,Disponible,/p/futbolisimos-26-los-el-misterio-de-tiger-black/176041/279909,Infantiles,UYU,930.75
FUTBOLÍSIMOS 27: EL MISTERIO DEL CAMPAMENTO DE VERANO,ROBERTO SANTIAGO,Disponible,/p/futbolisimos-27-el-misterio-del-campamento-de-verano/176042/279910,Infantiles,UYU,930.75
COMIC LOS FUTBOLISIMOS 1: EL MISTERIO DE LOS ARBITROS VOLADORES,ROBERTO SANTIAGO,Disponible,/p/comic-los-futbolisimos-1-el-misterio-de-los-arbitros-voladores/176493/280376,Infantiles,UYU,930.75
EL CAPITÁN CALZONCILLOS Y LAS AVENTURAS DE SUPERPAÑAL,DAV PILKEY,Disponible,/p/el-capitan-calzoncillos-y-las-aventuras-de-superpanal/156242/266270,Infantiles,UYU,675.75
EL CAPITÁN CALZONCILLOS Y LA TREMEBUNDA REPERESALIA DEL RETRE-TURBOTRÓN 2000,DAV PILKEY,Disponible,/p/el-capitan-calzoncillos-y-la-tremebunda-reperesalia-del-retre-turbotron-2000/156240/266268,Infantiles,UYU,675.75
EL CAPITÁN CALZONCILLO Y LA INVASIÓN DE LOS PÉRFIDOS TIPARRACOS DEL ESPACIO,DAV PILKEY,Disponible,/p/el-capitan-calzoncillo-y-la-invasion-de-los-perfidos-tiparracos-del-espacio/156239/266267,Infantiles,UYU,675.75
FUTBOLISIMOS 3: EL MISTERIO DEL PORTERO FANTASMA,ROBERTO SANTIAGO GARCIA,Disponible,/p/futbolisimos-3-el-misterio-del-portero-fantasma/57272/59028,Infantiles,UYU,930.75
EL CAPITÁN CALZONCILLOS Y EL CONTRAATAQUE DE COCOLISO CACAPIPI,DAV PILKEY,Disponible,/p/el-capitan-calzoncillos-y-el-contraataque-de-cocoliso-cacapipi/156238/266266,Infantiles,UYU,675.75
FUTBOLÍSIMOS 2: EL MISTERIO DE LOS 7 GOLES EN PROPIA PUERTA,ROBERTO SANTIAGO,Disponible,/p/futbolisimos-2-el-misterio-de-los-7-goles-en-propia-puerta/156243/266271,Infantiles,UYU,930.75
LOS FUTBOLÍSIMOS 5: EL MISTERIO DEL ROBO IMPOSIBLE,ROBERTO SANTIAGO,Disponible,/p/los-futbolisimos-5-el-misterio-del-robo-imposible-/156244/266272,Infantiles,UYU,930.75
CAPITAN CALZONCILLOS Y LA REPUGNANTE REVANCHA DE LOS CALZONES ROBÓTICOS RADIACTIVOS,DAV PILKEY,Disponible,/p/capitan-calzoncillos-y-la-repugnante-revancha-de-los-calzones-roboticos-radiactivos/169243/273287,Infantiles,UYU,675.75
LOS FUTBOLÍSIMOS 6: EL MISTERIO DEL CASTILLO EMBRUJADO,ROBERTO SANTIAGO,Disponible,/p/los-futbolisimos-6-el-misterio-del-castillo-embrujado/156259/266289,Infantiles,UYU,930.75
LOS FUTBOLÍSIMOS 7 EL MISTERIO DEL PENALTI IMPOSIBLE,ROBERTO SANTIAGO,Disponible,/p/los-futbolisimos-7-el-misterio-del-penalti-imposible/149903/259456,Infantiles,UYU,930.75
LOS FUTBOLÍSIMOS 4: EL MISTERIO DEL OJO DE HALCÓN,ROBERTO SANTIAGO,Disponible,/p/los-futbolisimos-4-el-misterio-del-ojo-de-halcon/149902/259455,Infantiles,UYU,930.75
FUTBOLISIMOS 1 EL MISTERIO DE LOS ARIBTROS DORMIDOS,ROBERTO SANTIAGO,Disponible,/p/futbolisimos-1-el-misterio-de-los-aribtros-dormidos/149901/259454,Infantiles,UYU,930.75
POLLOS DE CAMPO,EMA WOLF,Disponible,/p/pollos-de-campo/107908/111803,Infantiles,UYU,501.5
LOS IMPOSIBLES,EMA WOLF,Disponible,/p/los-imposibles/102364/106011,Infantiles,UYU,467.5
LOS PECES DE MI RÍO,EMA WOLF,Disponible,/p/los-peces-de-mi-rio/141711/250775,Infantiles,UYU,501.5
LA ALDOVRANDA EN EL MERCADO,EMA WOLF,Disponible,/p/la-aldovranda-en-el-mercado/107224/111081,Infantiles,UYU,467.5
STUART LITTLE,WHITE E . B .,Disponible,/p/stuart-little/119818/122560,Infantiles,UYU,671.5
ESCUELA DE DRAGONES 3- EL SECRETO DE LA DRAGONA DEL AGUA,TRACEY WEST,Disponible,/p/escuela-de-dragones-3-el-secreto-de-la-dragona-del-agua/140533/146239,Infantiles,UYU,637.5
EL RESCATE DE LA DRAGONA DEL SOL,TRACEY WEST,Disponible,/p/el-rescate-de-la-dragona-del-sol/137879/143362,Infantiles,UYU,637.5
EL DESPERTAR DEL DRAGON DE TIERRA,TRACEY WEST,Disponible,/p/el-despertar-del-dragon-de-tierra/137874/143358,Infantiles,UYU,637.5
ZOO LOCO,MARÍA ELENA WALSH,Disponible,/p/zoo-loco/102187/264101,Infantiles,UYU,586.5
VERSOS TRADICIONALES PARA CEBOLLITAS,MARÍA ELENA WALSH,Disponible,/p/versos-tradicionales-para-cebollitas/160329/270305,Infantiles,UYU,586.5
TUTU MARAMBA,MARÍA ELENA WALSH,Disponible,/p/tutu-maramba/84752/88020,Infantiles,UYU,756.5
"VACA ESTUDIOSA, LA (ACARTONADO)",MARIA ELENA WALSH,Disponible,/p/vaca-estudiosa-la-acartonado-/177841/281616,Infantiles,UYU,501.5
TUTÚ MARAMBÁ,MARÍA ELENA WALSH,Disponible,/p/tutu-maramba/156108/266132,Infantiles,UYU,586.5
EL SHOW DE PERRO SALCHICHA,MARÍA ELENA WALSH,Disponible,/p/el-show-de-perro-salchicha/155205/265124,Infantiles,UYU,501.5
EL REINO DEL REVÉS,MARÍA ELENA WALSH,Disponible,/p/el-reino-del-reves/154231/264100,Infantiles,UYU,586.5
POCOPAN,MARÍA ELENA WALSH,Disponible,/p/pocopan/160328/270304,Infantiles,UYU,586.5
LA NUBE TRAICIONERA,MARÍA ELENA WALSH,Disponible,/p/la-nube-traicionera/161907/270769,Infantiles,UYU,501.5
LA MONA JACINTA,MARÍA ELENA WALSH,Disponible,/p/la-mona-jacinta/155204/265123,Infantiles,UYU,501.5
MARCHA DE OSÍAS,MARÍA ELENA WALSH,Disponible,/p/marcha-de-osias/155207/265126,Infantiles,UYU,501.5
MANUELITA LA TORTUGA,MARÍA ELENA WALSH,Disponible,/p/manuelita-la-tortuga/155206/279639,Infantiles,UYU,586.5
MANUELITA ¿DÓNDE VAS?,MARÍA ELENA WALSH,Disponible,/p/manuelita-iquest-donde-vas-/154230/264099,Infantiles,UYU,586.5
HOTEL PIOHO'S PALACE,MARÍA ELENA WALSH,Disponible,/p/hotel-pioho-039-s-palace/161909/270771,Infantiles,UYU,586.5
HISTORIA DE UNA PRINCESA,MARÍA ELENA WALSH,Disponible,/p/historia-de-una-princesa/85930/279641,Infantiles,UYU,586.5
DON FRESQUETE,MARÍA ELENA WALSH,Disponible,/p/don-fresquete/86898/279640,Infantiles,UYU,586.5
EL DIABLO INGLES,MARÍA ELENA WALSH,Disponible,/p/el-diablo-ingles/160330/270306,Infantiles,UYU,586.5
CUENTOPOS DE GULUBÚ,MARÍA ELENA WALSH,Disponible,/p/cuentopos-de-gulubu/156107/266131,Infantiles,UYU,586.5
DAILAN KIFKI,MARÍA ELENA WALSH,Disponible,/p/dailan-kifki/179606/264098,Infantiles,UYU,586.5
CHACARERA DE LOS GATOS (ACARTONADO),MARIA ELENA WALSH,Disponible,/p/chacarera-de-los-gatos-acartonado-/177839/281614,Infantiles,UYU,501.5
CHAUCHA Y PALITO,MARÍA ELENA WALSH,Disponible,/p/chaucha-y-palito/156106/266130,Infantiles,UYU,586.5
CANCION DE TOMAR EL TE (ACARTONADO),MARIA ELENA WALSH,Disponible,/p/cancion-de-tomar-el-te-acartonado-/177838/281613,Infantiles,UYU,501.5
