titulo,autor,precio,disponibilidad,link,categoria
TRES ENSAYOS SOBRE EL PROBLEMA DEL ESPIRITU CAPITALISTA,MAX SCHELER,"UYU 671,50",Disponible,/p/tres-ensayos-sobre-el-problema-del-espiritu-capitalista/172125/275979,Ciencias sociales
TRANSMISION DEL CONOCIMIENTO EN LA ATENAS DEMOCRATICA,VV.AA.,"UYU 1.436,50",Disponible,/p/transmision-del-conocimiento-en-la-atenas-democratica/172123/275977,Ciencias sociales
LA SILOGÍSITICA DE ARISTOTELES,ANTONIO BENITEZ LOPEZ,"UYU 1.181,50",Disponible,/p/la-silogisitica-de-aristoteles/172117/275971,Ciencias sociales
MEDIOS CALIENTES,HITO STEYERL,"UYU 1.011,50",Disponible,/p/medios-calientes/171498/275356,Ciencias sociales
LA RELACIÓN SOCRATICA,BEATRIZ BOSSI,UYU 833,Disponible,/p/la-relacion-socratica/172113/275967,Ciencias sociales
OBRAS COMPLETAS Y BIOGRAFIAS. BARUJ SPINOZA,BARUJ SPINOZA,"UYU 3.901,50",Disponible,/p/obras-completas-y-biografias-baruj-spinoza/172106/275960,Ciencias sociales
SUEÑO DE YUGOSLAVIA,"CUMPLIDO MORA, JORDI","UYU 1.351,50",Disponible,/p/sueno-de-yugoslavia/154307/264176,Ciencias sociales
UNA INTRODUCCION A LA SOCIEDAD JAPONESA,"SUGIMOTO, YOSHIO","UYU 1.436,50",Disponible,/p/una-introduccion-a-la-sociedad-japonesa/154301/264170,Ciencias sociales
ECOCIDIO,"WHYTE, DAVID","UYU 1.011,50",Disponible,/p/ecocidio/154276/264145,Ciencias sociales
MILICIAS ANTIFASCISTAS,"BERGER MULATTIERI, GONZALO","UYU 1.181,50",Disponible,/p/milicias-antifascistas/154304/264173,Ciencias sociales
CUERPO MULTIPLE,"MOL, ANNEMARIE","UYU 1.266,50",Disponible,/p/cuerpo-multiple/154270/264139,Ciencias sociales
ANTROPOLOGIA DE JAPON,BLAI GUARNÉ (ED.),"UYU 1.351,50",Disponible,/p/antropologia-de-japon/154253/264122,Ciencias sociales
BIOPOLITICA DEL ARMARIO,"SÁEZ DEL ÁLAMO, JAVIER","UYU 1.096,50",Disponible,/p/biopolitica-del-armario/154261/264130,Ciencias sociales
CRITICA DEL PENSAMIENTO,"ESTEBAN, MARI LUZ","UYU 1.351,50",Disponible,/p/critica-del-pensamiento/154269/264138,Ciencias sociales
EL IDEA DE LA PAZ PERPETUA Y EL PACIFISMO,MAX SCHELER,UYU 799,Disponible,/p/el-idea-de-la-paz-perpetua-y-el-pacifismo/172097/275951,Ciencias sociales
LA FILOSOFIA DE LA MENTE DE JOHN SEARLE,ASIER ARIAS DOMÍNGUEZ,"UYU 756,50",Disponible,/p/la-filosofia-de-la-mente-de-john-searle/172093/275947,Ciencias sociales
FILOSOFIA DE LA CIENCIA,GILIAN BARKER,"UYU 1.181,50",Disponible,/p/filosofia-de-la-ciencia/172092/275946,Ciencias sociales
ESCRITOS SOBRE FORMACIÓN Y LENGUAJE,WILHELM VON HUMBOLDT,"UYU 1.181,50",Disponible,/p/escritos-sobre-formacion-y-lenguaje/172086/275940,Ciencias sociales
MANIFIESTO POR UN DERECHO DE IZQUIERDA,ROBERTO GARGARELLA,"UYU 841,50",Disponible,/p/manifiesto-por-un-derecho-de-izquierda/146962/256361,Ciencias sociales
FILOSOFÍA DE LA LIBERACIÓN,"DUSSEL, ENRIQUE",UYU 2.533,Disponible,/p/filosofia-de-la-liberacion/13031/259187,Ciencias sociales
EROS Y MITO EN PLATON,GERHARD KRUGER,UYU 833,Disponible,/p/eros-y-mito-en-platon/172082/275936,Ciencias sociales
ENTRE EL CORAZON Y EL CIELO,JUAN JOSE VALOR YEBENES,"UYU 1.096,50",Disponible,/p/entre-el-corazon-y-el-cielo/172079/275933,Ciencias sociales
CRITICA DE LA SUBJETIVIDAD NEOLIBERAL,ANTONIA RIVERA GARCÍA,"UYU 1.351,50",Disponible,/p/critica-de-la-subjetividad-neoliberal/172070/275924,Ciencias sociales
CORRESPONDENCIA. SPINOZA,BENEDICTUS DE SPINOZA,"UYU 1.096,50",Disponible,/p/correspondencia-spinoza/172068/275922,Ciencias sociales
CARISMA SIN LIDERES,NICOLAS PETEL ROCHETTE,UYU 833,Disponible,/p/carisma-sin-lideres/172066/275920,Ciencias sociales
LOS CARACTERES DE LA EDAD CONTEMPORANEA,JOHAN GOTTLIEB FICHTE,"UYU 926,50",Disponible,/p/los-caracteres-de-la-edad-contemporanea/172065/275919,Ciencias sociales
BIOÉTICA NARRATIVA APLICADA,TOMAS DOMINGO MORATALLA / LYDIA FEITA GRANDE,UYU 833,Disponible,/p/bioetica-narrativa-aplicada/172060/275914,Ciencias sociales
BIOÉTICA NARRATIVA,TOMAS DOMINGO MORATALLA / LYDIA FEITA GRANDE,UYU 833,Disponible,/p/bioetica-narrativa/172058/275912,Ciencias sociales
ARITSTOTELES METAFISICO,FRANCISCO LEÓN FLORIDO / ARISTÓTELES,"UYU 1.181,50",Disponible,/p/aritstoteles-metafisico/172056/275910,Ciencias sociales
EL ANIMAL ARTIFICIAL,FRANÇOIS JARAN,UYU 544,Disponible,/p/el-animal-artificial/172053/275907,Ciencias sociales
ABANICOS,,UYU 833,Disponible,/p/abanicos/172050/275904,Ciencias sociales
LA LEY DE HEISENBERG,IDA VITALE,UYU 544,Disponible,/p/la-ley-de-heisenberg/162195/271041,Ciencias sociales
PEQUEÑO TRATADO SOBRE LA AMISTAD,JOANA D'ALESSIO,"UYU 467,50",Disponible,/p/pequeno-tratado-sobre-la-amistad/142835/251946,Ciencias sociales
EXASPERACIÓN DE LA FILOSOFÍA. TOMO I. EL MUNDO DE LEIBNIZ,GILLES DELEUZE,UYU 833,Disponible,/p/exasperacion-de-la-filosofia-tomo-i-el-mundo-de-leibniz/159837/270056,Ciencias sociales
¿QUÉ ES LA PRAGMATICA INTERCULTURAL?,CARMEN MAÍZ ARÉVALO,"UYU 756,50",Disponible,/p/-iquest-que-es-la-pragmatica-intercultural-/172047/275901,Ciencias sociales
WITTGENSTEIN EN 90 MINUTOS,PAUL STRATHERN,UYU 544,Disponible,/p/wittgenstein-en-90-minutos/173101/102657,Ciencias sociales
TOMAS DE AQUINO EN 90 MINUTOS,PAUL STRATHERN,"UYU 501,50",Disponible,/p/tomas-de-aquino-en-90-minutos/56743/58650,Ciencias sociales
NUEVA IMAGEN DEL MUNDO,AGUSTIN GONZÁLEZ RUIZ,"UYU 569,50",Disponible,/p/nueva-imagen-del-mundo/98665/102178,Ciencias sociales
MAQUINACION Y EL PRIVILEGIO. GOBIERNO DE LAS UNIVERSIDADES,JOSÉ CARLOS BERMEJO BARRERA,UYU 544,Disponible,/p/maquinacion-y-el-privilegio-gobierno-de-las-universidades/99759/103342,Ciencias sociales
MANUAL PRACTICAS TRABAJO SOCIAL EN TERCERA EDAD,ANGELICA ET AL. MAJOS,"UYU 501,50",Disponible,/p/manual-practicas-trabajo-social-en-tercera-edad/99097/102631,Ciencias sociales
MANUAL PRACTICAS TRABAJO SOCIAL EN CAMPO MARGINACION,ISABEL TRIGUEROS GUARDIOLA,"UYU 501,50",Disponible,/p/manual-practicas-trabajo-social-en-campo-marginacion/99328/102871,Ciencias sociales
LEIBNIZ EN 90 MINUTOS,PAUL STRATHERN,"UYU 501,50",Disponible,/p/leibniz-en-90-minutos/99266/102805,Ciencias sociales
HUME EN 90 MINUTOS,PAUL STRATHERN,"UYU 501,50",Disponible,/p/hume-en-90-minutos/173044/102701,Ciencias sociales
ENSEÑANZA DE LAS CIENCIAS,ANDRÉ GIORDAN,"UYU 501,50",Disponible,/p/ensenanza-de-las-ciencias/98849/102369,Ciencias sociales
ENSAYOS SOBRE LITERATURA FILOSOFICA,RAFAEL GARCÍA ALONSO,"UYU 501,50",Disponible,/p/ensayos-sobre-literatura-filosofica/99243/102780,Ciencias sociales
BERKELEY EN 90 MINUTOS,PAUL STRATHERN,"UYU 501,50",Disponible,/p/berkeley-en-90-minutos/173031/102791,Ciencias sociales
ARQUIMEDES Y LA PALANCA,PAUL STRATHERN,"UYU 501,50",Disponible,/p/arquimedes-y-la-palanca/99205/102743,Ciencias sociales
ETNOGRAFIA DE LOS ANTROPOLOGOS EN EEUU,JOSE ANTONIO FERNANDEZ DE ROTA,"UYU 1.351,50",Disponible,/p/etnografia-de-los-antropologos-en-eeuu/100026/103615,Ciencias sociales
SOBRE EL DOLOR,CICERÓN,"UYU 297,50",Disponible,/p/sobre-el-dolor/153351/263151,Ciencias sociales
SOBRE EL DESTINO,MARCO AURELIO,"UYU 297,50",Disponible,/p/sobre-el-destino/153350/263150,Ciencias sociales
SOBRE LA VIUDEZ,SAN AGUSTÍN,"UYU 297,50",Disponible,/p/sobre-la-viudez/153370/263170,Ciencias sociales
LA SUBLEVACIÓN,FRANCO  BERARDI BIFO,UYU 748,Disponible,/p/la-sublevacion/104502/108238,Ciencias sociales
ALBA DEL NIHILISMO,JEAN PAUL,UYU 272,Disponible,/p/alba-del-nihilismo/98754/102269,Ciencias sociales
METAFISICA 4 EN 1 VOLUMEN II,"MENDEZ, CONNY","UYU 501,50",Disponible,/p/metafisica-4-en-1-volumen-ii/74383/76407,Ciencias sociales
UNA PEQUEÑA HISTORIA DE LA FILOSOFIA,"WARBURTON, NIGEL","UYU 637,50",Disponible,/p/una-pequena-historia-de-la-filosofia/64282/65833,Ciencias sociales
TENER UN ALMA. ENSAYO SOBRE LAS EXISTENCIAS VIRTUALES,ÉTIENNE SOURIAU,UYU 833,Disponible,/p/tener-un-alma-ensayo-sobre-las-existencias-virtuales/121296/124090,Ciencias sociales
MUERTOS A LA OBRA,VINCIANE DESPRET,UYU 731,Disponible,/p/muertos-a-la-obra/152114/261829,Ciencias sociales
EL DESTINO DE LAS IMAGENES,JACQUES RANCIÈRE,"UYU 756,50",Disponible,/p/el-destino-de-las-imagenes/157384/267455,Ciencias sociales
EL DESEO,JEAN-LUC NANCY,"UYU 501,50",Disponible,/p/el-deseo/172847/276737,Ciencias sociales
ANIMAL AMOR,HELENE CIXOUS,"UYU 501,50",Disponible,/p/animal-amor/172829/276719,Ciencias sociales
PENSAMIENTOS Y REFLEXIONES,MAHATMA GANDHI,"UYU 416,50",Disponible,/p/pensamientos-y-reflexiones/172870/276760,Ciencias sociales
FILOSOFÍA DEL PASAJERO,MICHAEL MARDER,"UYU 586,50",Disponible,/p/filosofia-del-pasajero/172732/276617,Ciencias sociales
LA SOCIOLOGÍA ANALÍTICA,ARIEL O. DOTTORI,UYU 748,Disponible,/p/la-sociologia-analitica/159134/269319,Ciencias sociales
UNA TEORÍA DE LA ACCIÓN NO VIOLENTA,STELLAN VINTHAGEN,UYU 1.037,Disponible,/p/una-teoria-de-la-accion-no-violenta/159154/269339,Ciencias sociales
SOCIOLOGIA DEL RIESGO,DAVID LE BRETON,"UYU 671,50",Disponible,/p/sociologia-del-riesgo/127188/129458,Ciencias sociales
LA REALIDAD SOCIAL EN JOHN SEARLE. EJERCICIOS DE FILOSOFÍA DE LA SOCIEDAD,ARIEL O. DOTTORI,UYU 833,Disponible,/p/la-realidad-social-en-john-searle-ejercicios-de-filosofia-de-la-sociedad/159110/269295,Ciencias sociales
¿SIN DISTINCIÓN DE RAZA?,MAGALI BESSONE,UYU 884,Disponible,/p/-iquest-sin-distincion-de-raza-/159126/269311,Ciencias sociales
LA POTENCIA PLEBEYA. NUEVA EDICIÓN,ÁLVARO GARCÍA LINERA,UYU 1.071,Disponible,/p/la-potencia-plebeya-nueva-edicion/159093/269278,Ciencias sociales
LOS NUEVOS SUJETOS DEL ACTUAR,MIGUEL BENASAYAG / BASTIEN CANY,"UYU 926,50",Disponible,/p/los-nuevos-sujetos-del-actuar/157375/267446,Ciencias sociales
MÁS ALLÁ DEL OBJETIVISMO Y DEL RELATIVISMO,RICHARD J. BERNSTEIN,"UYU 1.011,50",Disponible,/p/mas-alla-del-objetivismo-y-del-relativismo/159037/269222,Ciencias sociales
MARXISMO Y DESARROLLO. PENSAMIENTO CRÍTICO,RONALDO MUNCK,UYU 833,Disponible,/p/marxismo-y-desarrollo-pensamiento-critico/159036/269221,Ciencias sociales
"MARCOS FAMILIARES, FOTOGRAFIA, NARRATIVA",MARIANNE HIRSCH,"UYU 926,50",Disponible,/p/marcos-familiares-fotografia-narrativa/159033/269218,Ciencias sociales
EL INTERACCIONISMO SIMBOLICO,DAVID LE BRETON,UYU 833,Disponible,/p/el-interaccionismo-simbolico/159008/269193,Ciencias sociales
FUNCIONAMOS O EXISTIMOS?. UNA RESPUESTA,MIGUEL BENASAYAG,"UYU 756,50",Disponible,/p/funcionamos-o-existimos-una-respuesta/157369/267440,Ciencias sociales
FANATISMOS. PRACTICAS DE CONSUMO DE LA C,LIBERTAD BORDA,UYU 969,Disponible,/p/fanatismos-practicas-de-consumo-de-la-c/158963/269148,Ciencias sociales
"ETICA EROTICA. POLITICA, TECNOLOGIAY GES",ABELARDO BARRA RUATA,UYU 799,Disponible,/p/etica-erotica-politica-tecnologiay-ges/158955/269140,Ciencias sociales
DOBLES. UNA POETICA POSCOLONIAL,VARIOS AUTORES,"UYU 892,50",Disponible,/p/dobles-una-poetica-poscolonial/158926/269111,Ciencias sociales
AMORES BARBAROS. EL POLIAMOR Y EL ASEDIO,ABELARDO BARRA RUATTA,"UYU 841,50",Disponible,/p/amores-barbaros-el-poliamor-y-el-asedio/158858/269043,Ciencias sociales
BREVE HISTORIA DE LA FILOSOFÍA,HUMBERTO GIANNINI,"UYU 1.011,50",Disponible,/p/breve-historia-de-la-filosofia/148339/257817,Ciencias sociales
SUPER-EMOCIONAL,JUANPE SANCHEZ LOPEZ,UYU 935,Disponible,/p/super-emocional/146856/256245,Ciencias sociales
CÓMO ESTAR EN SOLEDAD,SARA MAITLAND,UYU 833,Disponible,/p/como-estar-en-soledad/172674/276558,Ciencias sociales
BIOGRAFÍA DE LA LUZ,PABLO D ORS,"UYU 1.096,50",Disponible,/p/biografia-de-la-luz/116903/120176,Ciencias sociales
EL TIEMPO REGALADO,ANDREA KOHLER,"UYU 671,50",Disponible,/p/el-tiempo-regalado/105290/109062,Ciencias sociales
DESEO POSTCAPITALISTA,MARK FISHER,"UYU 926,50",Disponible,/p/deseo-postcapitalista/148213/257689,Ciencias sociales
EL PODER DE LA MENTIRA,JOAN  JULIBERT,UYU 1.190,Disponible,/p/el-poder-de-la-mentira/172453/276314,Ciencias sociales
LA RISA CANÍBAL,"BARBA, ANDRÉS","UYU 671,50",Disponible,/p/la-risa-canibal/95009/98395,Ciencias sociales
FILOSOFIA & CO 13. JUNIO 2025,VARIOS AUTORES,"UYU 416,50",Disponible,/p/filosofia-amp-co-13-junio-2025/172506/276390,Ciencias sociales
SIGNOS DE IDENTIDAD,DAVID LE BRETON,UYU 1.785,Disponible,/p/signos-de-identidad/172455/276316,Ciencias sociales
CONDUCTAS DE RIESGO,DAVID LE BRETON,UYU 1.785,Disponible,/p/conductas-de-riesgo/172444/276305,Ciencias sociales
ESTALLIDOS DE LA VOZ,DAVID LE BRETON,UYU 1.785,Disponible,/p/estallidos-de-la-voz/172448/276309,Ciencias sociales
LOS ULTIMOS DIAS DE IMMANUEL KANT,THOMAS DE QUINCEY,UYU 935,Disponible,/p/los-ultimos-dias-de-immanuel-kant/172459/276321,Ciencias sociales
LAS TRAMPAS DE LA EXCLUSION,ROBERT CASTEL,UYU 1.105,Disponible,/p/las-trampas-de-la-exclusion/172456/276317,Ciencias sociales
LOS ULTIMOS DIAS DE IMMANUEL KANT,THOMAS DE QUINCEY,UYU 935,Disponible,/p/los-ultimos-dias-de-immanuel-kant/172459/276321,Ciencias sociales
CICLOTÍMICOS,JUAN CARLOS SIERRA,UYU 680,Disponible,/p/ciclotimicos/107744/111629,Ciencias sociales
RESISTIENDO AL IMPERIO,MISAEL ARTURO LOPEZ ZAPICO,UYU 765,Disponible,/p/resistiendo-al-imperio/107775/111663,Ciencias sociales
SEGUIR CON EL PROBLEMA,DONNA J. HARAWAY,UYU 1.190,Disponible,/p/seguir-con-el-problema/143034/252154,Ciencias sociales
LAS REDES SON NUESTRAS,MARTA G.  FRANCO,"UYU 841,50",Disponible,/p/las-redes-son-nuestras/172463/276325,Ciencias sociales
ZONAS FILOSOFICAS,MARTA LOPEZ GIL,"UYU 673,20",Disponible,/p/zonas-filosoficas/132761/276385,Ciencias sociales
UN VIAJE ALREDEDOR DEL MUNDO,GEORGE  SHELVOCKE,UYU 1.224,Disponible,/p/un-viaje-alrededor-del-mundo/132790/276379,Ciencias sociales
TRAS LOS PASOS DEL MAL,BEATRIZ  VON BILDERLING,UYU 918,Disponible,/p/tras-los-pasos-del-mal/132788/276378,Ciencias sociales
TRAMAS CREATIVAS Y APRENDIZAJE DE LEGUAS,RAMON RIBE QUERALT,"UYU 977,50",Disponible,/p/tramas-creativas-y-aprendizaje-de-leguas/132773/276377,Ciencias sociales
TRACTATUS LUDORUM: UNA ANTROPOLOGIA DEL JUEGO,"GONZÁLEZ ALCANTUD, JOSÉ ANTONIO","UYU 956,25",Disponible,/p/tractatus-ludorum-una-antropologia-del-juego/132615/276376,Ciencias sociales
SUBJETIVIDAD: UMBRALES DEL PENSAMIENTO SOCIAL,EMMA LEON/ HUGO ZEMELMAN,"UYU 977,50",Disponible,/p/subjetividad-umbrales-del-pensamiento-social/132613/276357,Ciencias sociales
SIMBOLISMO Y PODER,ANGEL  MONTES DEL CASTILLO,"UYU 855,10",Disponible,/p/simbolismo-y-poder/132612/276355,Ciencias sociales
SEMANTICA EXPERIENCIAL,EDGARDO  ALBIZU,"UYU 1.101,60",Disponible,/p/semantica-experiencial/132743/276354,Ciencias sociales
SATIRICON,CAYO  PETRONIO ARBITRO,UYU 918,Disponible,/p/satiricon/132783/276353,Ciencias sociales
"SANZIJING, EL CLASICO DE TRES CARACTERES",WANG  YINGLIN,"UYU 736,95",Disponible,/p/sanzijing-el-clasico-de-tres-caracteres/132823/276352,Ciencias sociales
LA APERTURA ONTOLÓGICA DE JOSÉ ENRIQUE RODÓ,ROMEO PÉREZ ANTÓN,"UYU 671,50",Disponible,/p/la-apertura-ontologica-de-jose-enrique-rodo/153893/263720,Ciencias sociales
HEREJÍA,CATHERINE NIXEY,"UYU 1.181,50",Disponible,/p/herejia/172420/276280,Ciencias sociales
LOS PARQUES DE ATRACCIONES TAMBIÉN CIERRAN,ÁNGELES CABALLERO,UYU 1.020,Disponible,/p/los-parques-de-atracciones-tambien-cierran/152497/262228,Ciencias sociales
LA SABIDURÍA DE LOS CUENTOS,ALEJANDRO JODOROWSKY,"UYU 722,50",Disponible,/p/la-sabiduria-de-los-cuentos/161146/83278,Ciencias sociales
PRIMAVERA,HENRY DAVID THOREAU,"UYU 671,50",Disponible,/p/primavera/132728/137860,Ciencias sociales
LA SEGUNDA VENIDA,FRANCO  BERARDI BIFO,"UYU 756,50",Disponible,/p/la-segunda-venida/115582/117649,Ciencias sociales
"RAZON, PERSISTENCIA, RACIONALIDAD",CARLOS ENRIQUE  BERBEGLIA,"UYU 673,20",Disponible,/p/razon-persistencia-racionalidad/132740/276269,Ciencias sociales
RACIONALIDAD Y CONCIENCIA TRAGICA,YOLANDA  RUANO DE LA FUENTE,"UYU 871,25",Disponible,/p/racionalidad-y-conciencia-tragica/132820/276268,Ciencias sociales
PROBLEMA DEL CONOCIMIENTO EN NICOLAS DE CUSA,JORGE M. MACHETTA / CLAUDIA D'AMICO,"UYU 1.407,60",Disponible,/p/problema-del-conocimiento-en-nicolas-de-cusa/132736/276265,Ciencias sociales
"POSITIVISMO, HERMENEUTICA Y TEORIA DE LOS SISTEMAS",CLAUDIO  MARTYNIUK,"UYU 489,60",Disponible,/p/positivismo-hermeneutica-y-teoria-de-los-sistemas/132734/276264,Ciencias sociales
"PLATONISMO, MARXISMO Y COMUNICACION SOCIAL",JOSÉ GABRIEL  VAZEILLES,"UYU 550,80",Disponible,/p/platonismo-marxismo-y-comunicacion-social/132730/276263,Ciencias sociales
PATERNALISMOS HUERFANOS,MIGUEL ÁNGEL SANTAGADA,"UYU 673,20",Disponible,/p/paternalismos-huerfanos/132781/276261,Ciencias sociales
NO SOY UN ROBOT,JUAN VILLORO,"UYU 756,50",Disponible,/p/no-soy-un-robot/153284/263080,Ciencias sociales
EL CIELO EN DESORDEN,SLAVOJ ZIZEK,"UYU 841,50",Disponible,/p/el-cielo-en-desorden/172283/276150,Ciencias sociales
ALEM. FEDERALISMO Y RADICALISMO,EZEQUIEL GALLO,UYU 510,Disponible,/p/alem-federalismo-y-radicalismo/171964/275818,Ciencias sociales
LA COMUNIDAD TERRESTRE,"MBEMBE, ACHILLE",UYU 935,Disponible,/p/la-comunidad-terrestre/172322/276192,Ciencias sociales
UNA TEORIA CRITICA DE LA INTELIGENCIA ARTIFICIAL,"INNENARITY,  DANIEL",UYU 1.020,Disponible,/p/una-teoria-critica-de-la-inteligencia-artificial/172313/276183,Ciencias sociales
EL MUNDO COMO YO LO VEO,ALBERT EINSTEIN,"UYU 195,50",Disponible,/p/el-mundo-como-yo-lo-veo/172222/276089,Ciencias sociales
PRINCIPIOS ELEMENTALES DE FILOSOFIA,GEORGES POLITZER,"UYU 195,50",Disponible,/p/principios-elementales-de-filosofia/172204/276062,Ciencias sociales
DICCIONARIO FILOSOFICO,VOLTAIRE,"UYU 1.436,50",Disponible,/p/diccionario-filosofico/155311/265239,Ciencias sociales
MODOS DE PENSAMIENTO,ALFRED WHITEHEAD,"UYU 756,50",Disponible,/p/modos-de-pensamiento/125934/127947,Ciencias sociales
LOS DISCURSOS EXPERTOS SOBRE RESPONSABILIDAD EN LA INFRACCION ADOLESCENTE,CAROLINA GONZALEZ LAURINO,UYU 425,Disponible,/p/los-discursos-expertos-sobre-responsabilidad-en-la-infraccion-adolescente/171825/275687,Ciencias sociales
EL CHAMANISMO Y LAS TÉCNICAS ARCAICAS DEL ÉXTASIS,"ELIADE, MIRCEA",UYU 1.530,Disponible,/p/el-chamanismo-y-las-tecnicas-arcaicas-del-extasis/72567/74497,Ciencias sociales
HARRY POTTER Y LA FILOSOFÍA,GREGORY BASSHAM / WILLIAM IRWIN,"UYU 977,50",Disponible,/p/harry-potter-y-la-filosofia/151785/261464,Ciencias sociales
LA ÉTICA DE LOS ROBOTS,MARK COECKELBERGH,"UYU 1.062,50",Disponible,/p/la-etica-de-los-robots/149578/259124,Ciencias sociales
ESTAFAS AMOROSAS,SHEILA QUERALT ESTEVEZ,UYU 935,Disponible,/p/estafas-amorosas/141397/250441,Ciencias sociales
MINI FILOSOFÍA,JONNY  THOMSON,"UYU 739,50",Disponible,/p/mini-filosofia/169500/273541,Ciencias sociales
INTERNET NO ES LO QUE CREES QUE ES,JUSTIN ERIK  HALLDOR SMITH,"UYU 1.011,50",Disponible,/p/internet-no-es-lo-que-crees-que-es/162942/271568,Ciencias sociales
SOBRE LA VIDA BUENA,EMILIO CABRERA,"UYU 654,50",Disponible,/p/sobre-la-vida-buena/169619/273663,Ciencias sociales
CONSPIRACIONISMO,PIERRE ANDRE TAGUIEFF,"UYU 671,50",Disponible,/p/conspiracionismo/162943/271569,Ciencias sociales
EL NACIMIENTO DE LA TRAGEDIA,"NIETZSCHE, FRIEDRICH","UYU 756,50",Disponible,/p/el-nacimiento-de-la-tragedia/162960/16591,Ciencias sociales
"FOUCAULT SITUADO: BIOPODER, GUBERNAMENTALIDAD Y SUBJETIVIZACION",GONZALO CORREA /  AGUSTINA CRAVIOTTO / GERMA DORTA,"UYU 926,50",Disponible,/p/foucault-situado-biopoder-gubernamentalidad-y-subjetivizacion/171904/275773,Ciencias sociales
DICCIONARIO DEL FUTURO DERECHO DEL TRABAJO,HUGO BARRETO GHIONE,"UYU 841,50",Disponible,/p/diccionario-del-futuro-derecho-del-trabajo/171902/275771,Ciencias sociales
"CARCEL, DIGNIDAD Y DERECHOS HUMANOS",JUAN MIGUEL PETIT,"UYU 246,50",Disponible,/p/carcel-dignidad-y-derechos-humanos/171901/275770,Ciencias sociales
"SIEMPRE SUSAN, RECUERDOS SOBRE SUSAN SONTAG",SIGRID NUNEZ,UYU 1.105,Disponible,/p/siempre-susan-recuerdos-sobre-susan-sontag/55823/57906,Ciencias sociales
MANUAL PARA LA VIDA FELIZ,"EPICTETO/ HADOT, PIERRE",UYU 1.530,Disponible,/p/manual-para-la-vida-feliz/75229/77287,Ciencias sociales
FILOSOFIA PARA LA FELICIDAD,EPICURO,UYU 1.275,Disponible,/p/filosofia-para-la-felicidad/101889/105522,Ciencias sociales
CLIMA,TIMOTEO MARCHINI,"UYU 1.351,50",Disponible,/p/clima/133621/138835,Ciencias sociales
ORGANIZACION DEL PODER Y LIBERTAD,NICOLA  MATTEUCCI,"UYU 1.340,45",Disponible,/p/organizacion-del-poder-y-libertad/132819/275769,Ciencias sociales
NOSOTROS VAMOS A ESTAR ACA SIEMPRE,GASTÓN  GORDILLO,"UYU 734,40",Disponible,/p/nosotros-vamos-a-estar-aca-siempre/132708/275767,Ciencias sociales
¿HAY ALGO QUE NO ESTE EN CRISIS?,VARIOS AUTORES,"UYU 841,50",Disponible,/p/-iquest-hay-algo-que-no-este-en-crisis-/171879/275737,Ciencias sociales
EL CAMBIO CLIMATICO EN EL BANQUILLO,CESAR RODRIGUEZ GARAVITO,UYU 1.020,Disponible,/p/el-cambio-climatico-en-el-banquillo/171875/275733,Ciencias sociales
POR QUE EL CAPITALISMO PUEDE SOÑAR Y NOSOTROS NO,ALEJANDRO GALLIANO,"UYU 841,50",Disponible,/p/por-que-el-capitalismo-puede-sonar-y-nosotros-no/112464/269631,Ciencias sociales
ANTICRISTO EL,"PRIOR, ROBIN",UYU 731,Disponible,/p/anticristo-el/12052/12646,Ciencias sociales
LAS EXISTENCIAS MENORES,"LAPOUJADE, DAVID","UYU 671,50",Disponible,/p/las-existencias-menores/94552/97920,Ciencias sociales
FENOMENOLOGÍA DEL FIN,FRANCO  BERARDI BIFO,UYU 1.156,Disponible,/p/fenomenologia-del-fin/95094/98483,Ciencias sociales
HUMANIDAD AUMENTADA,"SADIN, ÉRIC","UYU 756,50",Disponible,/p/humanidad-aumentada/95141/98532,Ciencias sociales
HEGEL Y EL PODER,BYUNG-CHUL HAN,"UYU 841,50",Disponible,/p/hegel-y-el-poder/106391/110217,Ciencias sociales
EL PRECARIADO,"STANDING, GUY",UYU 1.326,Disponible,/p/el-precariado/111677/115794,Ciencias sociales
VEINTE AÑOS Y DESPUÉS. CONVERSACIONES CON FOUCAULT,THIERRY VOELTZEL,UYU 731,Disponible,/p/veinte-anos-y-despues-conversaciones-con-foucault/113597/117783,Ciencias sociales
ARQUETIPOS JUNGUIANOS,ROBIN ROBERTSON,"UYU 1.096,50",Disponible,/p/arquetipos-junguianos/115282/119292,Ciencias sociales
EL ESTRÉS Y LA LIBERTAD,PETER SLOTERDIJK,"UYU 416,50",Disponible,/p/el-estres-y-la-libertad/115818/78769,Ciencias sociales
QUEER. UNA HISTORIA GRÁFICA,MEG-JOHN BARKER  / JULIA SCHEELE,"UYU 926,50",Disponible,/p/queer-una-historia-grafica/121704/124510,Ciencias sociales
UN DIALOGO SOBRE EL PODER Y OTRAS CONVERSACIONES,MICHEL FOUCAULT,"UYU 722,50",Disponible,/p/un-dialogo-sobre-el-poder-y-otras-conversaciones/132543/137672,Ciencias sociales
ION TIMEO CRITIAS,PLATÓN,UYU 680,Disponible,/p/ion-timeo-critias/132558/137687,Ciencias sociales
EL OTRO LADO,MARIANA ENRIQUEZ,"UYU 841,50",Disponible,/p/el-otro-lado/137523/142999,Ciencias sociales
EL SENTIDO DE LOS LÍMITES,RENAUD GARCÍA,UYU 1.156,Disponible,/p/el-sentido-de-los-limites/139399/144956,Ciencias sociales
